borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000028,Southwark,2020,life_expectancy_birth_male,78.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 78.1-79"
E09000028,Southwark,2021,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 20.6-21.4"
E09000028,Southwark,2021,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 17-17.8"
E09000028,Southwark,2021,life_expectancy_birth_female,83.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 82.8-83.7"
E09000028,Southwark,2021,life_expectancy_birth_male,78.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 77.8-78.7"
E09000028,Southwark,2022,life_expectancy_65_female,20.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 20.4-21.2"
E09000028,Southwark,2022,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 17-17.8"
E09000028,Southwark,2022,life_expectancy_birth_female,83.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 82.8-83.7"
E09000028,Southwark,2022,life_expectancy_birth_male,78.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 77.9-78.8"
E09000028,Southwark,2023,life_expectancy_65_female,21.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 20.8-21.6"
E09000028,Southwark,2023,life_expectancy_65_male,17.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 17.5-18.3"
E09000028,Southwark,2023,life_expectancy_birth_female,83.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 83.1-84"
E09000028,Southwark,2023,life_expectancy_birth_male,78.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 78.4-79.3"
E09000028,Southwark,2024,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 21.1-22"
E09000028,Southwark,2024,life_expectancy_65_male,18.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 18-18.8"
E09000028,Southwark,2024,life_expectancy_birth_female,83.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 83.2-84.2"
E09000028,Southwark,2024,life_expectancy_birth_male,79.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 78.9-79.8"
E09000029,Sutton,2003,life_expectancy_65_female,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 18.7-19.3"
E09000029,Sutton,2003,life_expectancy_65_male,16.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 16.4-17.1"
E09000029,Sutton,2003,life_expectancy_birth_female,80.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 80.2-81.1"
E09000029,Sutton,2003,life_expectancy_birth_male,77.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 76.7-77.8"
E09000029,Sutton,2004,life_expectancy_65_female,19.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 18.9-19.6"
E09000029,Sutton,2004,life_expectancy_65_male,17.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 16.9-17.7"
E09000029,Sutton,2004,life_expectancy_birth_female,81.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 80.8-81.7"
E09000029,Sutton,2004,life_expectancy_birth_male,78,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 77.5-78.5"
E09000029,Sutton,2005,life_expectancy_65_female,19.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 19.4-20.1"
E09000029,Sutton,2005,life_expectancy_65_male,17.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 17-17.8"
E09000029,Sutton,2005,life_expectancy_birth_female,81.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 81.4-82.3"
E09000029,Sutton,2005,life_expectancy_birth_male,78,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 77.5-78.5"
E09000029,Sutton,2006,life_expectancy_65_female,20.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 19.9-20.6"
E09000029,Sutton,2006,life_expectancy_65_male,17.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 17.3-18.1"
E09000029,Sutton,2006,life_expectancy_birth_female,82.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 82.1-83"
E09000029,Sutton,2006,life_expectancy_birth_male,78.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 78-79"
E09000029,Sutton,2007,life_expectancy_65_female,20.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 20.1-20.8"
E09000029,Sutton,2007,life_expectancy_65_male,17.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 17.4-18.1"
E09000029,Sutton,2007,life_expectancy_birth_female,82.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 82-83"
E09000029,Sutton,2007,life_expectancy_birth_male,78.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 78.1-79.1"
E09000029,Sutton,2008,life_expectancy_65_female,20.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 20-20.7"
E09000029,Sutton,2008,life_expectancy_65_male,18,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 17.6-18.4"
E09000029,Sutton,2008,life_expectancy_birth_female,82.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 82.1-83"
E09000029,Sutton,2008,life_expectancy_birth_male,78.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 78.3-79.4"
E09000029,Sutton,2009,life_expectancy_65_female,20.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 20.2-20.9"
E09000029,Sutton,2009,life_expectancy_65_male,18.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 17.8-18.6"
E09000029,Sutton,2009,life_expectancy_birth_female,82.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 82.4-83.3"
E09000029,Sutton,2009,life_expectancy_birth_male,79.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 78.6-79.6"
E09000029,Sutton,2010,life_expectancy_65_female,20.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 20.4-21.1"
E09000029,Sutton,2010,life_expectancy_65_male,18.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 18.1-18.9"
E09000029,Sutton,2010,life_expectancy_birth_female,83.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 82.9-83.8"
E09000029,Sutton,2010,life_expectancy_birth_male,79.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2008 to 2010 assigned to END year; higher_is_better; 95% CI 78.7-79.8"
E09000029,Sutton,2011,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 21-21.8"
E09000029,Sutton,2011,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 18.3-19"
E09000029,Sutton,2011,life_expectancy_birth_female,83.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 83.4-84.3"
E09000029,Sutton,2011,life_expectancy_birth_male,79.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2009 to 2011 assigned to END year; higher_is_better; 95% CI 79.2-80.2"
E09000029,Sutton,2012,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 21-21.8"
E09000029,Sutton,2012,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 18.5-19.3"
E09000029,Sutton,2012,life_expectancy_birth_female,83.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 83.3-84.3"
E09000029,Sutton,2012,life_expectancy_birth_male,80.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2010 to 2012 assigned to END year; higher_is_better; 95% CI 79.8-80.8"
E09000029,Sutton,2013,life_expectancy_65_female,21.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 21-21.8"
E09000029,Sutton,2013,life_expectancy_65_male,19.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 18.7-19.5"
E09000029,Sutton,2013,life_expectancy_birth_female,83.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 83.4-84.3"
E09000029,Sutton,2013,life_expectancy_birth_male,80.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2011 to 2013 assigned to END year; higher_is_better; 95% CI 80.2-81.1"
E09000029,Sutton,2014,life_expectancy_65_female,21,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 20.6-21.3"
E09000029,Sutton,2014,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 18.7-19.4"
E09000029,Sutton,2014,life_expectancy_birth_female,83.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 82.9-83.8"
E09000029,Sutton,2014,life_expectancy_birth_male,80.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2012 to 2014 assigned to END year; higher_is_better; 95% CI 80.2-81.2"
E09000029,Sutton,2015,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 20.9-21.6"
E09000029,Sutton,2015,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 18.6-19.3"
E09000029,Sutton,2015,life_expectancy_birth_female,83.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 83.1-84"
E09000029,Sutton,2015,life_expectancy_birth_male,80.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2013 to 2015 assigned to END year; higher_is_better; 95% CI 80.2-81.2"
E09000029,Sutton,2016,life_expectancy_65_female,21.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 20.9-21.6"
E09000029,Sutton,2016,life_expectancy_65_male,19,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 18.6-19.3"
E09000029,Sutton,2016,life_expectancy_birth_female,83.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 83.1-84"
E09000029,Sutton,2016,life_expectancy_birth_male,80.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2014 to 2016 assigned to END year; higher_is_better; 95% CI 80-81"
E09000029,Sutton,2017,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 21.4-22.2"
E09000029,Sutton,2017,life_expectancy_65_male,19.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 18.9-19.6"
E09000029,Sutton,2017,life_expectancy_birth_female,84.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 83.8-84.7"
E09000029,Sutton,2017,life_expectancy_birth_male,80.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2015 to 2017 assigned to END year; higher_is_better; 95% CI 80.1-81.1"
E09000029,Sutton,2018,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 21.2-21.9"
E09000029,Sutton,2018,life_expectancy_65_male,19.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 18.8-19.6"
E09000029,Sutton,2018,life_expectancy_birth_female,83.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 83.5-84.4"
E09000029,Sutton,2018,life_expectancy_birth_male,80.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2016 to 2018 assigned to END year; higher_is_better; 95% CI 79.9-80.9"
E09000029,Sutton,2019,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 21.6-22.3"
E09000029,Sutton,2019,life_expectancy_65_male,19.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 19-19.7"
E09000029,Sutton,2019,life_expectancy_birth_female,84.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 83.9-84.8"
E09000029,Sutton,2019,life_expectancy_birth_male,80.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2017 to 2019 assigned to END year; higher_is_better; 95% CI 80.2-81.2"
E09000029,Sutton,2020,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 21.3-22"
E09000029,Sutton,2020,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 18.6-19.3"
E09000029,Sutton,2020,life_expectancy_birth_female,84,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 83.6-84.5"
E09000029,Sutton,2020,life_expectancy_birth_male,80,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2018 to 2020 assigned to END year; higher_is_better; 95% CI 79.6-80.5"
E09000029,Sutton,2021,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 21.2-21.9"
E09000029,Sutton,2021,life_expectancy_65_male,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 18.3-19"
E09000029,Sutton,2021,life_expectancy_birth_female,84.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 83.6-84.5"
E09000029,Sutton,2021,life_expectancy_birth_male,79.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2019 to 2021 assigned to END year; higher_is_better; 95% CI 79.4-80.3"
E09000029,Sutton,2022,life_expectancy_65_female,21.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 21.2-21.9"
E09000029,Sutton,2022,life_expectancy_65_male,18.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 18.3-18.9"
E09000029,Sutton,2022,life_expectancy_birth_female,83.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 83.5-84.4"
E09000029,Sutton,2022,life_expectancy_birth_male,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2020 to 2022 assigned to END year; higher_is_better; 95% CI 79.3-80.3"
E09000029,Sutton,2023,life_expectancy_65_female,21.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 21.4-22.1"
E09000029,Sutton,2023,life_expectancy_65_male,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 18.5-19.2"
E09000029,Sutton,2023,life_expectancy_birth_female,84,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 83.6-84.5"
E09000029,Sutton,2023,life_expectancy_birth_male,80.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2021 to 2023 assigned to END year; higher_is_better; 95% CI 80-80.9"
E09000029,Sutton,2024,life_expectancy_65_female,22,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 21.7-22.4"
E09000029,Sutton,2024,life_expectancy_65_male,19.4,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 19-19.7"
E09000029,Sutton,2024,life_expectancy_birth_female,84.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 84-84.9"
E09000029,Sutton,2024,life_expectancy_birth_male,80.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2022 to 2024 assigned to END year; higher_is_better; 95% CI 80.4-81.4"
E09000030,Tower Hamlets,2003,life_expectancy_65_female,18,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 17.6-18.5"
E09000030,Tower Hamlets,2003,life_expectancy_65_male,14.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 14.4-15.2"
E09000030,Tower Hamlets,2003,life_expectancy_birth_female,78.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 78.2-79.4"
E09000030,Tower Hamlets,2003,life_expectancy_birth_male,72.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2001 to 2003 assigned to END year; higher_is_better; 95% CI 72.3-73.4"
E09000030,Tower Hamlets,2004,life_expectancy_65_female,18.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 17.9-18.8"
E09000030,Tower Hamlets,2004,life_expectancy_65_male,15.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 14.8-15.8"
E09000030,Tower Hamlets,2004,life_expectancy_birth_female,79.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 78.6-79.7"
E09000030,Tower Hamlets,2004,life_expectancy_birth_male,73.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2002 to 2004 assigned to END year; higher_is_better; 95% CI 73.1-74.3"
E09000030,Tower Hamlets,2005,life_expectancy_65_female,18.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 18.2-19.1"
E09000030,Tower Hamlets,2005,life_expectancy_65_male,15.5,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 15-16"
E09000030,Tower Hamlets,2005,life_expectancy_birth_female,79.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 79.2-80.4"
E09000030,Tower Hamlets,2005,life_expectancy_birth_male,74.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2003 to 2005 assigned to END year; higher_is_better; 95% CI 74-75.2"
E09000030,Tower Hamlets,2006,life_expectancy_65_female,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 18.5-19.4"
E09000030,Tower Hamlets,2006,life_expectancy_65_male,15.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 15.1-16.1"
E09000030,Tower Hamlets,2006,life_expectancy_birth_female,80.1,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 79.5-80.7"
E09000030,Tower Hamlets,2006,life_expectancy_birth_male,74.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2004 to 2006 assigned to END year; higher_is_better; 95% CI 74.3-75.5"
E09000030,Tower Hamlets,2007,life_expectancy_65_female,18.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 18.4-19.3"
E09000030,Tower Hamlets,2007,life_expectancy_65_male,15.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 15.2-16.1"
E09000030,Tower Hamlets,2007,life_expectancy_birth_female,80.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 79.7-80.9"
E09000030,Tower Hamlets,2007,life_expectancy_birth_male,74.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2005 to 2007 assigned to END year; higher_is_better; 95% CI 74.3-75.5"
E09000030,Tower Hamlets,2008,life_expectancy_65_female,18.7,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 18.2-19.1"
E09000030,Tower Hamlets,2008,life_expectancy_65_male,15.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 15.3-16.3"
E09000030,Tower Hamlets,2008,life_expectancy_birth_female,80.3,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 79.7-80.8"
E09000030,Tower Hamlets,2008,life_expectancy_birth_male,74.8,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, male, years; rolling period 2006 to 2008 assigned to END year; higher_is_better; 95% CI 74.2-75.4"
E09000030,Tower Hamlets,2009,life_expectancy_65_female,18.9,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 18.4-19.4"
E09000030,Tower Hamlets,2009,life_expectancy_65_male,16.2,ONS life expectancy for local areas of the UK,borough,"life expectancy at age 65, male, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 15.7-16.8"
E09000030,Tower Hamlets,2009,life_expectancy_birth_female,80.6,ONS life expectancy for local areas of the UK,borough,"life expectancy at birth, female, years; rolling period 2007 to 2009 assigned to END year; higher_is_better; 95% CI 80.1-81.2"
