borough_gss,borough_name,year,metric,value,source,geography_native,notes
E09000024,Merton,2015,crime_rate_per_1000,75.38,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2016,crime_rate_per_1000,77.55,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2017,crime_rate_per_1000,79.19,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2018,crime_rate_per_1000,79.34,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2019,crime_rate_per_1000,80.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2020,crime_rate_per_1000,92.57,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2021,crime_rate_per_1000,82.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2022,crime_rate_per_1000,83.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2023,crime_rate_per_1000,80.65,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000024,Merton,2024,crime_rate_per_1000,79.78,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2011,crime_rate_per_1000,161.13,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2012,crime_rate_per_1000,149.31,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2013,crime_rate_per_1000,131.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2014,crime_rate_per_1000,120.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2015,crime_rate_per_1000,116.18,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2016,crime_rate_per_1000,118.95,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2017,crime_rate_per_1000,123.44,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2018,crime_rate_per_1000,124.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2019,crime_rate_per_1000,121.71,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2020,crime_rate_per_1000,138.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2021,crime_rate_per_1000,125.96,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2022,crime_rate_per_1000,124.77,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2023,crime_rate_per_1000,126.31,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000025,Newham,2024,crime_rate_per_1000,132.01,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2011,crime_rate_per_1000,132.32,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2012,crime_rate_per_1000,116.28,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2013,crime_rate_per_1000,99.17,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2014,crime_rate_per_1000,90.12,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2015,crime_rate_per_1000,82.45,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2016,crime_rate_per_1000,85.72,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2017,crime_rate_per_1000,96.43,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2018,crime_rate_per_1000,94.5,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2019,crime_rate_per_1000,93,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2020,crime_rate_per_1000,106.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2021,crime_rate_per_1000,102.45,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2022,crime_rate_per_1000,98.41,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2023,crime_rate_per_1000,93.4,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000026,Redbridge,2024,crime_rate_per_1000,91.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2011,crime_rate_per_1000,96.31,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2012,crime_rate_per_1000,89.31,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2013,crime_rate_per_1000,78.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2014,crime_rate_per_1000,73.56,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2015,crime_rate_per_1000,71.89,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2016,crime_rate_per_1000,76.73,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2017,crime_rate_per_1000,83.92,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2018,crime_rate_per_1000,80.08,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2019,crime_rate_per_1000,80.2,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2020,crime_rate_per_1000,96.73,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2021,crime_rate_per_1000,78.79,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2022,crime_rate_per_1000,75.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2023,crime_rate_per_1000,76.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000027,Richmond upon Thames,2024,crime_rate_per_1000,76.43,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2011,crime_rate_per_1000,178.49,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2012,crime_rate_per_1000,155.29,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2013,crime_rate_per_1000,144.44,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2014,crime_rate_per_1000,127.65,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2015,crime_rate_per_1000,126.1,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2016,crime_rate_per_1000,130.52,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2017,crime_rate_per_1000,134.63,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2018,crime_rate_per_1000,139.32,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2019,crime_rate_per_1000,148.22,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2020,crime_rate_per_1000,152.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2021,crime_rate_per_1000,137.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2022,crime_rate_per_1000,138.48,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2023,crime_rate_per_1000,142.77,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000028,Southwark,2024,crime_rate_per_1000,152.43,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2011,crime_rate_per_1000,95.62,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2012,crime_rate_per_1000,87.34,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2013,crime_rate_per_1000,73.92,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2014,crime_rate_per_1000,70.82,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2015,crime_rate_per_1000,66.81,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2016,crime_rate_per_1000,68.36,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2017,crime_rate_per_1000,72.51,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2018,crime_rate_per_1000,72.74,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2019,crime_rate_per_1000,82.4,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2020,crime_rate_per_1000,91.05,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2021,crime_rate_per_1000,80.49,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2022,crime_rate_per_1000,80.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2023,crime_rate_per_1000,75.7,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000029,Sutton,2024,crime_rate_per_1000,74.44,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2011,crime_rate_per_1000,187.45,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2012,crime_rate_per_1000,174.96,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2013,crime_rate_per_1000,160.23,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2014,crime_rate_per_1000,151.71,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2015,crime_rate_per_1000,146.38,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2016,crime_rate_per_1000,155.54,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2017,crime_rate_per_1000,149.07,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2018,crime_rate_per_1000,153.61,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2019,crime_rate_per_1000,156.67,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2020,crime_rate_per_1000,179.9,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2021,crime_rate_per_1000,157.52,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2022,crime_rate_per_1000,139.82,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2023,crime_rate_per_1000,140.4,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000030,Tower Hamlets,2024,crime_rate_per_1000,140.05,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2011,crime_rate_per_1000,148.87,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2012,crime_rate_per_1000,131.04,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2013,crime_rate_per_1000,111.43,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2014,crime_rate_per_1000,104.92,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2015,crime_rate_per_1000,101.88,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2016,crime_rate_per_1000,102.22,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2017,crime_rate_per_1000,104.64,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2018,crime_rate_per_1000,106.51,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2019,crime_rate_per_1000,105.57,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2020,crime_rate_per_1000,129.97,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2021,crime_rate_per_1000,109.73,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2022,crime_rate_per_1000,106.98,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2023,crime_rate_per_1000,108.27,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000031,Waltham Forest,2024,crime_rate_per_1000,114.06,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2011,crime_rate_per_1000,113.51,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2012,crime_rate_per_1000,116.59,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2013,crime_rate_per_1000,99.67,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2014,crime_rate_per_1000,89.82,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2015,crime_rate_per_1000,88.34,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2016,crime_rate_per_1000,91.56,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2017,crime_rate_per_1000,92.54,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2018,crime_rate_per_1000,93.98,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2019,crime_rate_per_1000,93.44,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2020,crime_rate_per_1000,112.37,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2021,crime_rate_per_1000,104.65,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2022,crime_rate_per_1000,94.66,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2023,crime_rate_per_1000,99.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000032,Wandsworth,2024,crime_rate_per_1000,96.87,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2011,crime_rate_per_1000,396.6,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2012,crime_rate_per_1000,372.12,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2013,crime_rate_per_1000,330.37,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2014,crime_rate_per_1000,298.35,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2015,crime_rate_per_1000,290.75,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2016,crime_rate_per_1000,304.77,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2017,crime_rate_per_1000,329.86,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2018,crime_rate_per_1000,363.47,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2019,crime_rate_per_1000,436.5,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2020,crime_rate_per_1000,319.41,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2021,crime_rate_per_1000,305.6,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2022,crime_rate_per_1000,425.56,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2023,crime_rate_per_1000,480.61,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
E09000033,Westminster,2024,crime_rate_per_1000,491.16,UK Police street-level crime (Met + City of London),LSOA aggregated to borough,calendar year; denominator = ONS mid-year estimate; 12 months of data
